Gene Set,entrez_gene,gene,symbol,description
NP,229011,ENSMUSG00000038605,Samd10,sterile alpha motif domain containing 10 [Source:MGI Symbol;Acc:MGI:2443872]
NP,56470,ENSMUSG00000002458,Rgs19,regulator of G-protein signaling 19 [Source:MGI Symbol;Acc:MGI:1915153]
NP,NA,ENSMUSG00000082109,Rpl19-ps12,"ribosomal protein L19, pseudogene 12 [Source:MGI Symbol;Acc:MGI:3651430]"
NP,54637,ENSMUSG00000031149,Praf2,PRA1 domain family 2 [Source:MGI Symbol;Acc:MGI:1859607]
NP,16506,ENSMUSG00000009731,Kcnd1,"potassium voltage-gated channel, Shal-related family, member 1 [Source:MGI Symbol;Acc:MGI:96671]"
NP,18715,ENSMUSG00000031155,Pim2,proviral integration site 2 [Source:MGI Symbol;Acc:MGI:97587]
NP,22232,ENSMUSG00000031156,Slc35a2,"solute carrier family 35 (UDP-galactose transporter), member A2 [Source:MGI Symbol;Acc:MGI:1345297]"
NP,20937,ENSMUSG00000039231,Suv39h1,suppressor of variegation 3-9 1 [Source:MGI Symbol;Acc:MGI:1099440]
NP,13595,ENSMUSG00000031168,Ebp,phenylalkylamine Ca2+ antagonist (emopamil) binding protein [Source:MGI Symbol;Acc:MGI:107822]
NP,13058,ENSMUSG00000015340,Cybb,"cytochrome b-245, beta polypeptide [Source:MGI Symbol;Acc:MGI:88574]"
NP,21912,ENSMUSG00000058254,Tspan7,tetraspanin 7 [Source:MGI Symbol;Acc:MGI:1298407]
NP,18636,ENSMUSG00000001128,Cfp,complement factor properdin [Source:MGI Symbol;Acc:MGI:97545]
NP,NA,ENSMUSG00000083892,Gm1848,predicted gene 1848 [Source:MGI Symbol;Acc:MGI:3037706]
NP,56526,ENSMUSG00000050379,Septin6,septin 6 [Source:MGI Symbol;Acc:MGI:1888939]
NP,245381,ENSMUSG00000044400,Sowahd,sosondowah ankyrin repeat domain family member D [Source:MGI Symbol;Acc:MGI:3045274]
NP,NA,ENSMUSG00000085611,Ap3s1-ps1,"adaptor-related protein complex 3, sigma 1 subunit, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1929216]"
NP,208884,ENSMUSG00000036985,Zdhhc9,"zinc finger, DHHC domain containing 9 [Source:MGI Symbol;Acc:MGI:2444393]"
NP,19337,ENSMUSG00000031104,Rab33a,"RAB33A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:109493]"
NP,72065,ENSMUSG00000050029,Rap2c,"RAP2C, member of RAS oncogene family [Source:MGI Symbol;Acc:MGI:1919315]"
NP,171170,ENSMUSG00000036109,Mbnl3,muscleblind like splicing factor 3 [Source:MGI Symbol;Acc:MGI:2444912]
NP,50786,ENSMUSG00000062184,Hs6st2,heparan sulfate 6-O-sulfotransferase 2 [Source:MGI Symbol;Acc:MGI:1354959]
NP,14734,ENSMUSG00000055653,Gpc3,glypican 3 [Source:MGI Symbol;Acc:MGI:104903]
NP,14168,ENSMUSG00000031137,Fgf13,fibroblast growth factor 13 [Source:MGI Symbol;Acc:MGI:109178]
NP,434782,ENSMUSG00000046993,Gm5637,predicted pseudogene 5637 [Source:MGI Symbol;Acc:MGI:3648120]
NP,15931,ENSMUSG00000035847,Ids,iduronate 2-sulfatase [Source:MGI Symbol;Acc:MGI:96417]
NP,68618,ENSMUSG00000045237,Eola1,endothelium and lymphocyte associated ASCH domain 1 [Source:MGI Symbol;Acc:MGI:1915868]
NP,333639,ENSMUSG00000059401,Mamld1,mastermind-like domain containing 1 [Source:MGI Symbol;Acc:MGI:3045303]
NP,53332,ENSMUSG00000015214,Mtmr1,myotubularin related protein 1 [Source:MGI Symbol;Acc:MGI:1858271]
NP,26370,ENSMUSG00000031347,Cetn2,centrin 2 [Source:MGI Symbol;Acc:MGI:1347085]
NP,14070,ENSMUSG00000078317,F8a,factor 8-associated gene A [Source:MGI Symbol;Acc:MGI:95474]
NP,16728,ENSMUSG00000031391,L1cam,L1 cell adhesion molecule [Source:MGI Symbol;Acc:MGI:96721]
NP,13726,ENSMUSG00000001964,Emd,emerin [Source:MGI Symbol;Acc:MGI:108117]
NP,69537,ENSMUSG00000019088,Dnase1l1,deoxyribonuclease 1-like 1 [Source:MGI Symbol;Acc:MGI:109628]
NP,54411,ENSMUSG00000019087,Atp6ap1,"ATPase, H+ transporting, lysosomal accessory protein 1 [Source:MGI Symbol;Acc:MGI:109629]"
NP,108160,ENSMUSG00000001962,Fam50a,"family with sequence similarity 50, member A [Source:MGI Symbol;Acc:MGI:1351626]"
NP,27643,ENSMUSG00000015290,Ubl4a,ubiquitin-like 4A [Source:MGI Symbol;Acc:MGI:95049]
NP,72621,ENSMUSG00000015668,Pdzd11,PDZ domain containing 11 [Source:MGI Symbol;Acc:MGI:1919871]
NP,245537,ENSMUSG00000031302,Nlgn3,neuroligin 3 [Source:MGI Symbol;Acc:MGI:2444609]
NP,20102,ENSMUSG00000031320,Rps4x,"ribosomal protein S4, X-linked [Source:MGI Symbol;Acc:MGI:98158]"
NP,12705,ENSMUSG00000051159,Cited1,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1 [Source:MGI Symbol;Acc:MGI:108023]
NP,70887,ENSMUSG00000031323,Dmrtc1a,DMRT-like family C1a [Source:MGI Symbol;Acc:MGI:1918137]
NP,20502,ENSMUSG00000033965,Slc16a2,"solute carrier family 16 (monocarboxylic acid transporters), member 2 [Source:MGI Symbol;Acc:MGI:1203732]"
NP,67683,ENSMUSG00000031226,Pbdc1,polysaccharide biosynthesis domain containing 1 [Source:MGI Symbol;Acc:MGI:1914933]
NP,407786,ENSMUSG00000047242,Taf9b,TATA-box binding protein associated factor 9B [Source:MGI Symbol;Acc:MGI:3039562]
NP,19982,ENSMUSG00000079435,Rpl36a,ribosomal protein L36A [Source:MGI Symbol;Acc:MGI:1201789]
NP,12069,ENSMUSG00000042750,Bex2,brain expressed X-linked 2 [Source:MGI Symbol;Acc:MGI:1338017]
NP,22381,ENSMUSG00000042712,Tceal9,transcription elongation factor A like 9 [Source:MGI Symbol;Acc:MGI:109567]
NP,12070,ENSMUSG00000046432,Bex3,brain expressed X-linked 3 [Source:MGI Symbol;Acc:MGI:1338016]
NP,594844,ENSMUSG00000044550,Tceal3,transcription elongation factor A (SII)-like 3 [Source:MGI Symbol;Acc:MGI:1913354]
NP,56397,ENSMUSG00000031422,Morf4l2,mortality factor 4 like 2 [Source:MGI Symbol;Acc:MGI:1927167]
NP,399591,ENSMUSG00000072955,Tmsb15l,thymosin beta 15b like [Source:MGI Symbol;Acc:MGI:3026988]
NP,100034363,ENSMUSG00000089996,Tmsb15b2,thymosin beta 15b2 [Source:MGI Symbol;Acc:MGI:3843061]
NP,666244,ENSMUSG00000089768,Tmsb15b1,thymosin beta 15b1 [Source:MGI Symbol;Acc:MGI:3843059]
NP,67062,ENSMUSG00000044348,Slc25a53,"solute carrier family 25, member 53 [Source:MGI Symbol;Acc:MGI:1914312]"
NP,66995,ENSMUSG00000031428,Zcchc18,"zinc finger, CCHC domain containing 18 [Source:MGI Symbol;Acc:MGI:1914245]"
NP,53380,ENSMUSG00000031429,Psmd10,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10 [Source:MGI Symbol;Acc:MGI:1858898]"
NP,666468,ENSMUSG00000079418,Atg4a,"autophagy related 4A, cysteine peptidase [Source:MGI Symbol;Acc:MGI:2147903]"
NP,NA,ENSMUSG00000048600,Gm5763,predicted pseudogene 5763 [Source:MGI Symbol;Acc:MGI:3647841]
NP,13193,ENSMUSG00000031285,Dcx,doublecortin [Source:MGI Symbol;Acc:MGI:1277171]
NP,NA,ENSMUSG00000051428,NA,NA
NP,56191,ENSMUSG00000025272,Tro,trophinin [Source:MGI Symbol;Acc:MGI:1928994]
NP,NA,ENSMUSG00000082423,Gm15148,predicted gene 15148 [Source:MGI Symbol;Acc:MGI:3705350]
NP,70123,ENSMUSG00000086316,Nbdy,negative regulator of P-body association [Source:MGI Symbol;Acc:MGI:1917373]
NP,30942,ENSMUSG00000017688,Hnf4g,"hepatocyte nuclear factor 4, gamma [Source:MGI Symbol;Acc:MGI:1353604]"
NP,NA,ENSMUSG00000086224,2700069I18Rik,RIKEN cDNA 2700069I18 gene [Source:MGI Symbol;Acc:MGI:1919858]
NP,19302,ENSMUSG00000040374,Pex2,peroxisomal biogenesis factor 2 [Source:MGI Symbol;Acc:MGI:107486]
NP,21985,ENSMUSG00000027506,Tpd52,tumor protein D52 [Source:MGI Symbol;Acc:MGI:107749]
NP,71862,ENSMUSG00000037661,Gpr160,G protein-coupled receptor 160 [Source:MGI Symbol;Acc:MGI:1919112]
NP,67414,ENSMUSG00000027668,Mfn1,mitofusin 1 [Source:MGI Symbol;Acc:MGI:1914664]
NP,14696,ENSMUSG00000027669,Gnb4,"guanine nucleotide binding protein (G protein), beta 4 [Source:MGI Symbol;Acc:MGI:104581]"
NP,NA,ENSMUSG00000077559,NA,NA
NP,NA,ENSMUSG00000044434,Gm9791,predicted pseudogene 9791 [Source:MGI Symbol;Acc:MGI:3642317]
NP,72039,ENSMUSG00000027709,Mccc1,methylcrotonoyl-Coenzyme A carboxylase 1 (alpha) [Source:MGI Symbol;Acc:MGI:1919289]
NP,11747,ENSMUSG00000027712,Anxa5,annexin A5 [Source:MGI Symbol;Acc:MGI:106008]
NP,22065,ENSMUSG00000027716,Trpc3,"transient receptor potential cation channel, subfamily C, member 3 [Source:MGI Symbol;Acc:MGI:109526]"
NP,67749,ENSMUSG00000037161,Mgarp,mitochondria localized glutamic acid rich protein [Source:MGI Symbol;Acc:MGI:1914999]
NP,212114,ENSMUSG00000042997,Nhlrc3,NHL repeat containing 3 [Source:MGI Symbol;Acc:MGI:2444520]
NP,67890,ENSMUSG00000027746,Ufm1,ubiquitin-fold modifier 1 [Source:MGI Symbol;Acc:MGI:1915140]
NP,26422,ENSMUSG00000027799,Nbea,neurobeachin [Source:MGI Symbol;Acc:MGI:1347075]
NP,17116,ENSMUSG00000056947,Mab21l1,mab-21-like 1 [Source:MGI Symbol;Acc:MGI:1333773]
NP,71301,ENSMUSG00000097725,4930593A02Rik,RIKEN cDNA 4930593A02 gene [Source:MGI Symbol;Acc:MGI:1923132]
NP,71004,ENSMUSG00000074580,4931440P22Rik,RIKEN cDNA 4931440P22 gene [Source:MGI Symbol;Acc:MGI:1918254]
NP,624866,ENSMUSG00000074579,Lekr1,"leucine, glutamate and lysine rich 1 [Source:MGI Symbol;Acc:MGI:3645902]"
NP,17035,ENSMUSG00000047557,Lxn,latexin [Source:MGI Symbol;Acc:MGI:107633]
NP,53317,ENSMUSG00000027998,Plrg1,pleiotropic regulator 1 [Source:MGI Symbol;Acc:MGI:1858197]
NP,50754,ENSMUSG00000028086,Fbxw7,F-box and WD-40 domain protein 7 [Source:MGI Symbol;Acc:MGI:1354695]
NP,NA,ENSMUSG00000044330,Gm9790,predicted gene 9790 [Source:MGI Symbol;Acc:MGI:3704221]
NP,20091,ENSMUSG00000028081,Rps3a1,ribosomal protein S3A1 [Source:MGI Symbol;Acc:MGI:1202063]
NP,213498,ENSMUSG00000041977,Arhgef11,Rho guanine nucleotide exchange factor (GEF) 11 [Source:MGI Symbol;Acc:MGI:2441869]
NP,76927,ENSMUSG00000010538,Tsacc,TSSK6 activating co-chaperone [Source:MGI Symbol;Acc:MGI:1924177]
NP,71913,ENSMUSG00000001420,Tmem79,transmembrane protein 79 [Source:MGI Symbol;Acc:MGI:1919163]
NP,229517,ENSMUSG00000050144,Slc25a44,"solute carrier family 25, member 44 [Source:MGI Symbol;Acc:MGI:2444391]"
NP,110196,ENSMUSG00000059743,Fdps,farnesyl diphosphate synthetase [Source:MGI Symbol;Acc:MGI:104888]
NP,15168,ENSMUSG00000028051,Hcn3,"hyperpolarization-activated, cyclic nucleotide-gated K+ 3 [Source:MGI Symbol;Acc:MGI:1298211]"
NP,24045,ENSMUSG00000028049,Scamp3,secretory carrier membrane protein 3 [Source:MGI Symbol;Acc:MGI:1346346]
NP,13636,ENSMUSG00000027954,Efna1,ephrin A1 [Source:MGI Symbol;Acc:MGI:103236]
NP,54124,ENSMUSG00000028044,Cks1b,CDC28 protein kinase 1b [Source:MGI Symbol;Acc:MGI:1889208]
NP,20416,ENSMUSG00000042626,Shc1,src homology 2 domain-containing transforming protein C1 [Source:MGI Symbol;Acc:MGI:98296]
NP,20198,ENSMUSG00000001020,S100a4,S100 calcium binding protein A4 [Source:MGI Symbol;Acc:MGI:1330282]
NP,20200,ENSMUSG00000001025,S100a6,S100 calcium binding protein A6 (calcyclin) [Source:MGI Symbol;Acc:MGI:1339467]
NP,229550,ENSMUSG00000091175,S100a7l2,S100 calcium binding protein A7 like 2 [Source:MGI Symbol;Acc:MGI:2684973]
NP,75778,ENSMUSG00000028145,Them4,thioesterase superfamily member 4 [Source:MGI Symbol;Acc:MGI:1923028]
NP,66198,ENSMUSG00000028148,Them5,thioesterase superfamily member 5 [Source:MGI Symbol;Acc:MGI:1913448]
NP,57912,ENSMUSG00000046722,Cdc42se1,CDC42 small effector 1 [Source:MGI Symbol;Acc:MGI:1889510]
NP,75007,ENSMUSG00000038712,Mindy1,MINDY lysine 48 deubiquitinase 1 [Source:MGI Symbol;Acc:MGI:1922257]
NP,76893,ENSMUSG00000015714,Cers2,ceramide synthase 2 [Source:MGI Symbol;Acc:MGI:1924143]
NP,NA,ENSMUSG00000060438,Rps10-ps1,"ribosomal protein S10, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3644167]"
NP,56205,ENSMUSG00000038619,Ensa,endosulfine alpha [Source:MGI Symbol;Acc:MGI:1891189]
NP,97114,ENSMUSG00000081058,H3c15,H3 clustered histone 15 [Source:MGI Symbol;Acc:MGI:2448357]
NP,280411,ENSMUSG00000049288,Lix1l,Lix1-like [Source:MGI Symbol;Acc:MGI:3036267]
NP,14263,ENSMUSG00000028088,Fmo5,flavin containing monooxygenase 5 [Source:MGI Symbol;Acc:MGI:1310004]
NP,78908,ENSMUSG00000042035,Igsf3,"immunoglobulin superfamily, member 3 [Source:MGI Symbol;Acc:MGI:1926158]"
NP,78491,ENSMUSG00000086745,Tspan2os,"tetraspanin 2, opposite strand [Source:MGI Symbol;Acc:MGI:1925741]"
NP,66641,ENSMUSG00000027854,Sike1,suppressor of IKBKE 1 [Source:MGI Symbol;Acc:MGI:1913891]
NP,18176,ENSMUSG00000027852,Nras,neuroblastoma ras oncogene [Source:MGI Symbol;Acc:MGI:97376]
NP,54524,ENSMUSG00000027849,Syt6,synaptotagmin VI [Source:MGI Symbol;Acc:MGI:1859544]
NP,67489,ENSMUSG00000032952,Ap4b1,"adaptor-related protein complex AP-4, beta 1 [Source:MGI Symbol;Acc:MGI:1337130]"
NP,17454,ENSMUSG00000002227,Mov10,Mov10 RISC complex RNA helicase [Source:MGI Symbol;Acc:MGI:97054]
NP,22414,ENSMUSG00000027840,Wnt2b,"wingless-type MMTV integration site family, member 2B [Source:MGI Symbol;Acc:MGI:1261834]"
NP,100503311,ENSMUSG00000010136,Pifo,primary cilia formation [Source:MGI Symbol;Acc:MGI:1923670]
NP,81600,ENSMUSG00000062778,Chia1,"chitinase, acidic 1 [Source:MGI Symbol;Acc:MGI:1932052]"
NP,229707,ENSMUSG00000014601,Strip1,striatin interacting protein 1 [Source:MGI Symbol;Acc:MGI:2443884]
NP,72023,ENSMUSG00000048796,Cyb561d1,cytochrome b-561 domain containing 1 [Source:MGI Symbol;Acc:MGI:1919273]
NP,67495,ENSMUSG00000068732,Tmem167b,transmembrane protein 167B [Source:MGI Symbol;Acc:MGI:1914745]
NP,329739,ENSMUSG00000040339,Fam102b,"family with sequence similarity 102, member B [Source:MGI Symbol;Acc:MGI:3036259]"
NP,69740,ENSMUSG00000033554,Dph5,diphthamide biosynthesis 5 [Source:MGI Symbol;Acc:MGI:1916990]
NP,76561,ENSMUSG00000028007,Snx7,sorting nexin 7 [Source:MGI Symbol;Acc:MGI:1923811]
NP,71994,ENSMUSG00000053931,Cnn3,"calponin 3, acidic [Source:MGI Symbol;Acc:MGI:1919244]"
NP,211556,ENSMUSG00000074238,Ap1ar,adaptor-related protein complex 1 associated regulatory protein [Source:MGI Symbol;Acc:MGI:2384822]
NP,170439,ENSMUSG00000041220,Elovl6,"ELOVL family member 6, elongation of long chain fatty acids (yeast) [Source:MGI Symbol;Acc:MGI:2156528]"
NP,NA,ENSMUSG00000063328,Gm9396,predicted gene 9396 [Source:MGI Symbol;Acc:MGI:3645563]
NP,66357,ENSMUSG00000041084,Ostc,oligosaccharyltransferase complex subunit (non-catalytic) [Source:MGI Symbol;Acc:MGI:1913607]
NP,13722,ENSMUSG00000028029,Aimp1,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 [Source:MGI Symbol;Acc:MGI:102774]
NP,NA,ENSMUSG00000097911,Gm26691,"predicted gene, 26691 [Source:MGI Symbol;Acc:MGI:5477185]"
NP,75624,ENSMUSG00000005813,Metap1,methionyl aminopeptidase 1 [Source:MGI Symbol;Acc:MGI:1922874]
NP,56224,ENSMUSG00000028152,Tspan5,tetraspanin 5 [Source:MGI Symbol;Acc:MGI:1928096]
NP,229877,ENSMUSG00000028149,Rap1gds1,"RAP1, GTP-GDP dissociation stimulator 1 [Source:MGI Symbol;Acc:MGI:2385189]"
NP,93684,ENSMUSG00000037072,Selenof,selenoprotein F [Source:MGI Symbol;Acc:MGI:1927947]
NP,54673,ENSMUSG00000037062,Sh3glb1,SH3-domain GRB2-like B1 (endophilin) [Source:MGI Symbol;Acc:MGI:1859730]
NP,52184,ENSMUSG00000028256,Odf2l,outer dense fiber of sperm tails 2-like [Source:MGI Symbol;Acc:MGI:1098600]
NP,69219,ENSMUSG00000028194,Ddah1,dimethylarginine dimethylaminohydrolase 1 [Source:MGI Symbol;Acc:MGI:1916469]
NP,65086,ENSMUSG00000036832,Lpar3,lysophosphatidic acid receptor 3 [Source:MGI Symbol;Acc:MGI:1929469]
NP,14707,ENSMUSG00000068523,Gng5,"guanine nucleotide binding protein (G protein), gamma 5 [Source:MGI Symbol;Acc:MGI:109164]"
NP,20447,ENSMUSG00000052544,St6galnac3,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:MGI Symbol;Acc:MGI:1341828]"
NP,19352,ENSMUSG00000038975,Rabggtb,"Rab geranylgeranyl transferase, b subunit [Source:MGI Symbol;Acc:MGI:99537]"
NP,19218,ENSMUSG00000040016,Ptger3,prostaglandin E receptor 3 (subtype EP3) [Source:MGI Symbol;Acc:MGI:97795]
NP,208820,ENSMUSG00000055963,Triqk,triple QxxK/R motif containing [Source:MGI Symbol;Acc:MGI:3650048]
NP,269514,ENSMUSG00000040410,Fbxl4,F-box and leucine-rich repeat protein 4 [Source:MGI Symbol;Acc:MGI:2140367]
NP,212377,ENSMUSG00000045751,Mms22l,"MMS22-like, DNA repair protein [Source:MGI Symbol;Acc:MGI:2684980]"
NP,26409,ENSMUSG00000028284,Map3k7,mitogen-activated protein kinase kinase kinase 7 [Source:MGI Symbol;Acc:MGI:1346877]
NP,108755,ENSMUSG00000045854,Lyrm2,LYR motif containing 2 [Source:MGI Symbol;Acc:MGI:1917573]
NP,140577,ENSMUSG00000040183,Ankrd6,ankyrin repeat domain 6 [Source:MGI Symbol;Acc:MGI:2154278]
NP,242377,ENSMUSG00000054659,Pm20d2,peptidase M20 domain containing 2 [Source:MGI Symbol;Acc:MGI:2685270]
NP,272009,ENSMUSG00000054679,Srsf12,serine and arginine-rich splicing factor 12 [Source:MGI Symbol;Acc:MGI:2661424]
NP,109093,ENSMUSG00000028292,Rars2,"arginyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1923596]"
NP,24060,ENSMUSG00000028293,Slc35a1,"solute carrier family 35 (CMP-sialic acid transporter), member 1 [Source:MGI Symbol;Acc:MGI:1345622]"
NP,66408,ENSMUSG00000028411,Aptx,aprataxin [Source:MGI Symbol;Acc:MGI:1913658]
NP,12017,ENSMUSG00000028416,Bag1,BCL2-associated athanogene 1 [Source:MGI Symbol;Acc:MGI:108047]
NP,76959,ENSMUSG00000028419,Chmp5,charged multivesicular body protein 5 [Source:MGI Symbol;Acc:MGI:1924209]
NP,66401,ENSMUSG00000028443,Nudt2,nudix (nucleoside diphosphate linked moiety X)-type motif 2 [Source:MGI Symbol;Acc:MGI:1913651]
NP,230103,ENSMUSG00000028469,Npr2,natriuretic peptide receptor 2 [Source:MGI Symbol;Acc:MGI:97372]
NP,433700,ENSMUSG00000066196,Spag8,sperm associated antigen 8 [Source:MGI Symbol;Acc:MGI:3056295]
NP,71406,ENSMUSG00000028475,Spaar,small regulatory polypeptide of amino acid response [Source:MGI Symbol;Acc:MGI:1918656]
NP,384009,ENSMUSG00000028480,Glipr2,GLI pathogenesis-related 2 [Source:MGI Symbol;Acc:MGI:1917770]
NP,12757,ENSMUSG00000028478,Clta,"clathrin, light polypeptide (Lca) [Source:MGI Symbol;Acc:MGI:894297]"
NP,107684,ENSMUSG00000028337,Coro2a,"coronin, actin binding protein 2A [Source:MGI Symbol;Acc:MGI:1345966]"
NP,381605,ENSMUSG00000039813,Tbc1d2,"TBC1 domain family, member 2 [Source:MGI Symbol;Acc:MGI:2652885]"
NP,66212,ENSMUSG00000053317,Sec61b,Sec61 beta subunit [Source:MGI Symbol;Acc:MGI:1913462]
NP,269536,ENSMUSG00000028345,Tex10,testis expressed gene 10 [Source:MGI Symbol;Acc:MGI:1344413]
NP,230163,ENSMUSG00000028307,Aldob,"aldolase B, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:87995]"
NP,100434,ENSMUSG00000028412,Slc44a1,"solute carrier family 44, member 1 [Source:MGI Symbol;Acc:MGI:2140592]"
NP,22234,ENSMUSG00000028381,Ugcg,UDP-glucose ceramide glucosyltransferase [Source:MGI Symbol;Acc:MGI:1332243]
NP,66209,ENSMUSG00000038544,Inip,INTS3 and NABP interacting protein [Source:MGI Symbol;Acc:MGI:1913459]
NP,NA,ENSMUSG00000085223,Gm11210,predicted gene 11210 [Source:MGI Symbol;Acc:MGI:3650633]
NP,66290,ENSMUSG00000039105,Atp6v1g1,"ATPase, H+ transporting, lysosomal V1 subunit G1 [Source:MGI Symbol;Acc:MGI:1913540]"
NP,NA,ENSMUSG00000083087,Gm11249,predicted gene 11249 [Source:MGI Symbol;Acc:MGI:3650834]
NP,21885,ENSMUSG00000008305,Tle1,transducin-like enhancer of split 1 [Source:MGI Symbol;Acc:MGI:104636]
NP,242546,ENSMUSG00000081225,Cyp2j12,"cytochrome P450, family 2, subfamily j, polypeptide 12 [Source:MGI Symbol;Acc:MGI:3717097]"
NP,NA,ENSMUSG00000081046,Gm12846,predicted gene 12846 [Source:MGI Symbol;Acc:MGI:3651461]
NP,242594,ENSMUSG00000078612,Fyb2,FYN binding protein 2 [Source:MGI Symbol;Acc:MGI:2685466]
NP,100102,ENSMUSG00000044254,Pcsk9,proprotein convertase subtilisin/kexin type 9 [Source:MGI Symbol;Acc:MGI:2140260]
NP,74754,ENSMUSG00000034926,Dhcr24,24-dehydrocholesterol reductase [Source:MGI Symbol;Acc:MGI:1922004]
NP,72475,ENSMUSG00000061887,Ssbp3,single-stranded DNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1919725]
NP,56374,ENSMUSG00000028618,Tmem59,transmembrane protein 59 [Source:MGI Symbol;Acc:MGI:1929278]
NP,72938,ENSMUSG00000063172,Hspb11,"heat shock protein family B (small), member 11 [Source:MGI Symbol;Acc:MGI:1920188]"
NP,67305,ENSMUSG00000028597,Gpx7,glutathione peroxidase 7 [Source:MGI Symbol;Acc:MGI:1914555]
NP,100087,ENSMUSG00000073775,Kti12,"KTI12 homolog, chromatin associated [Source:MGI Symbol;Acc:MGI:1923547]"
NP,100040736,ENSMUSG00000085399,Foxd2os,"forkhead box D2, opposite strand [Source:MGI Symbol;Acc:MGI:2444065]"
NP,66588,ENSMUSG00000028719,Cmpk1,cytidine monophosphate (UMP-CMP) kinase 1 [Source:MGI Symbol;Acc:MGI:1913838]
NP,66805,ENSMUSG00000028699,Tspan1,tetraspanin 1 [Source:MGI Symbol;Acc:MGI:1914055]
NP,18477,ENSMUSG00000028691,Prdx1,peroxiredoxin 1 [Source:MGI Symbol;Acc:MGI:99523]
NP,74464,ENSMUSG00000033948,Zswim5,zinc finger SWIM-type containing 5 [Source:MGI Symbol;Acc:MGI:1921714]
NP,NA,ENSMUSG00000085749,Gm12843,predicted gene 12843 [Source:MGI Symbol;Acc:MGI:3651051]
NP,114143,ENSMUSG00000033379,Atp6v0b,"ATPase, H+ transporting, lysosomal V0 subunit B [Source:MGI Symbol;Acc:MGI:1890510]"
NP,NA,ENSMUSG00000006395,Hyi,hydroxypyruvate isomerase (putative) [Source:MGI Symbol;Acc:MGI:1915430]
NP,80509,ENSMUSG00000006392,Med8,mediator complex subunit 8 [Source:MGI Symbol;Acc:MGI:1915269]
NP,54325,ENSMUSG00000006390,Elovl1,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1 [Source:MGI Symbol;Acc:MGI:1858959]"
NP,69072,ENSMUSG00000028729,Ebna1bp2,EBNA1 binding protein 2 [Source:MGI Symbol;Acc:MGI:1916322]
NP,69216,ENSMUSG00000028643,Svbp,small vasohibin binding protein [Source:MGI Symbol;Acc:MGI:1916466]
NP,22608,ENSMUSG00000028639,Ybx1,Y box protein 1 [Source:MGI Symbol;Acc:MGI:99146]
NP,16656,ENSMUSG00000028634,Hivep3,human immunodeficiency virus type I enhancer binding protein 3 [Source:MGI Symbol;Acc:MGI:106589]
NP,68050,ENSMUSG00000023075,Akirin1,akirin 1 [Source:MGI Symbol;Acc:MGI:1915300]
NP,54170,ENSMUSG00000028646,Rragc,Ras-related GTP binding C [Source:MGI Symbol;Acc:MGI:1858751]
NP,52276,ENSMUSG00000028873,Cdca8,cell division cycle associated 8 [Source:MGI Symbol;Acc:MGI:1196274]
NP,194268,ENSMUSG00000044730,9930104L06Rik,RIKEN cDNA 9930104L06 gene [Source:MGI Symbol;Acc:MGI:3041172]
NP,76793,ENSMUSG00000050213,Snip1,Smad nuclear interacting protein 1 [Source:MGI Symbol;Acc:MGI:2156003]
NP,54383,ENSMUSG00000028796,Phc2,polyhomeotic 2 [Source:MGI Symbol;Acc:MGI:1860454]
NP,215493,ENSMUSG00000028794,A3galt2,"alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase) [Source:MGI Symbol;Acc:MGI:2685279]"
NP,11637,ENSMUSG00000028792,Ak2,adenylate kinase 2 [Source:MGI Symbol;Acc:MGI:87978]
NP,75234,ENSMUSG00000028793,Rnf19b,ring finger protein 19B [Source:MGI Symbol;Acc:MGI:1922484]
NP,76799,ENSMUSG00000028797,Tmem234,transmembrane protein 234 [Source:MGI Symbol;Acc:MGI:1924049]
